Date,P5,P50,P95
2025-08-06,584.1360929925704,924.1009949519096,1267.5349613576416
2025-08-07,587.8707335228634,924.1969420074481,1267.4491913128484
2025-08-08,590.3001857569719,922.4816039012076,1265.7201035896837
2025-08-11,590.8052837162982,920.9478204670295,1261.4142449480778
2025-08-12,588.7397075077487,923.0798386251582,1263.3368267375704
2025-08-13,589.9707483209805,926.389430643525,1269.3295442232916
2025-08-14,588.9418738278908,923.1884308086006,1270.641718189872
2025-08-15,583.6820019352609,928.0448864488887,1267.808722283091
2025-08-18,579.8713768623843,925.93229012397,1263.8631730767343
2025-08-19,580.3451133568474,922.7833894938146,1269.3434583020246
2025-08-20,581.1948218821229,922.1634586981779,1268.9406996705634
2025-08-21,585.0466199241481,919.345212808056,1263.2186386719004
2025-08-22,580.536234381452,920.6784927235639,1262.7956333828874
2025-08-25,578.3656489113259,921.3190377570281,1260.9639562441716
2025-08-26,578.963761416344,921.7289065559528,1266.5475243220776
2025-08-27,575.818024292005,922.959332561246,1270.7046858427007
2025-08-28,574.3713803665129,922.2039189320731,1269.868671963639
2025-08-29,577.0808275224603,923.1250068834535,1274.5816403090291
2025-09-01,570.8475513901656,921.0449705913675,1275.0625942837803
2025-09-02,567.6332815024058,921.9813176107181,1274.8418556299107
2025-09-03,570.8987260151804,922.5054777110208,1275.3348398102296
2025-09-04,573.0149669951068,920.9777275358547,1277.3625421660208
2025-09-05,571.9157459941571,921.5977018478754,1278.1464492077387
2025-09-08,575.1963172689088,918.3821131334882,1280.309023128459
2025-09-09,574.1246643553624,922.0672899932263,1273.8082899415883
2025-09-10,572.4727251071962,923.2179532549451,1276.9303904425697
2025-09-11,572.355617036654,918.6093101866288,1277.7835410490125
2025-09-12,576.0954178689176,919.4492928570905,1273.8164415496594
2025-09-15,567.6290729361656,923.5507254518766,1278.7306339667527
2025-09-16,565.9162292063684,924.564533940299,1285.936650750734
2025-09-17,560.5683484857569,921.6775870009169,1288.0453956871168
2025-09-18,561.5843430934779,921.6875667361085,1289.5479015611152
2025-09-19,566.0823976773133,924.6401262819833,1281.2716124695494
2025-09-22,565.4065380120912,923.5551556312666,1289.600824482312
2025-09-23,565.4522831472716,924.7325165911677,1284.234245712336
2025-09-24,557.7073097245632,923.0552709358578,1290.40555979674
